,href,language_num,sex,birth_place,native_language,other_languages,age_sex,age_of_english_onset,english_learning_method,english_residence,length_of_english_residence,age
518,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1882,english519,female,"['karachi,', 'pakistan']",english,"['urdu', 'german', '']","['18,', 'female', '']",1.0,naturalistic,"['canada,', 'usa']",16.0,18.0
519,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1884,english520,female,"['minnesota,', 'usa']",english,"['mandarin', 'spanish', '']","['47,', 'female', '']",0.0,naturalistic,['usa'],47.0,47.0
520,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1886,english521,female,"['maryland,', 'usa']",english,"['spanish', '']","['25,', 'female', '']",0.0,naturalistic,['usa'],25.0,25.0
521,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1887,english522,female,"['york,', 'usa']",english,['none'],"['22,', 'female', '']",0.0,naturalistic,['usa'],22.0,22.0
522,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1888,english523,female,"['wisconsin,', 'usa']",english,"['arabic', 'french', '']","['18,', 'female', '']",0.0,naturalistic,['usa'],18.0,18.0
523,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1890,english524,male,"['illinois,', 'usa']",english,['none'],"['19,', 'male', '']",0.0,naturalistic,['usa'],19.0,19.0
524,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1893,english525,female,"['york,', 'usa']",english,['none'],"['18,', 'female', '']",0.0,naturalistic,['usa'],18.0,18.0
525,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1895,english526,male,"['virginia,', 'usa']",english,['none'],"['20,', 'male', '']",0.0,naturalistic,['usa'],20.0,20.0
526,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1907,english527,female,"['pennsylvania,', 'usa']",english,"['italian', '']","['25,', 'female', '']",0.0,naturalistic,['usa'],25.0,25.0
527,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1908,english528,female,"['wisconsin,', 'usa']",english,"['arabic', 'farsi', 'swahili', 'spanish', '']","['52,', 'female', '']",0.0,naturalistic,['usa'],52.0,52.0
528,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1925,english529,female,"['vermont,', 'usa']",english,"['french', 'spanish', '']","['29,', 'female', '']",0.0,naturalistic,['usa'],29.0,29.0
529,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1926,english530,female,"['michigan,', 'usa']",english,"['german', '']","['50,', 'female', '']",0.0,naturalistic,['usa'],35.0,50.0
530,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1928,english531,female,"['virginia,', 'usa']",english,"['japanese', 'french', 'german', '']","['29,', 'female', '']",0.0,naturalistic,['usa'],26.0,29.0
531,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1933,english532,female,"['connecticut,', 'usa']",english,['none'],"['23,', 'female', '']",0.0,naturalistic,['usa'],23.0,23.0
532,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1934,english533,female,"['virginia,', 'usa']",english,"['spanish', '']","['38,', 'female', '']",0.0,naturalistic,['usa'],38.0,38.0
533,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1951,english534,female,"['york,', 'usa']",english,['none'],"['29,', 'female', '']",0.0,naturalistic,['usa'],29.0,29.0
534,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1955,english535,female,"['massachusetts,', 'usa']",english,['none'],"['22,', 'female', '']",0.0,naturalistic,['usa'],22.0,22.0
535,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1956,english536,female,"['virginia,', 'usa']",english,"['hebrew', 'spanish', '']","['21,', 'female', '']",0.0,naturalistic,['usa'],21.0,21.0
536,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1957,english537,female,"['virginia,', 'usa']",english,"['spanish', '']","['21,', 'female', '']",0.0,naturalistic,['usa'],21.0,21.0
537,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1958,english538,female,"['virginia,', 'usa']",english,"['french', 'american', 'sign', 'language', '']","['20,', 'female', '']",0.0,naturalistic,['usa'],20.0,20.0
538,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1959,english539,female,"['california,', 'usa']",english,['none'],"['19,', 'female', '']",0.0,naturalistic,['usa'],19.0,19.0
539,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1960,english540,female,"['virginia,', 'usa']",english,"['japanese', '']","['18,', 'female', '']",0.0,naturalistic,['usa'],18.0,18.0
540,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1961,english541,female,"['florida,', 'usa']",english,['none'],"['27,', 'female', '']",0.0,naturalistic,['usa'],27.0,27.0
541,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1962,english542,male,"['ontario,', 'canada']",english,"['french', '']","['60,', 'male', '']",0.0,naturalistic,"['canada,', 'usa']",55.0,60.0
542,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1969,english543,female,"['columbia,', 'canada']",english,"['french', 'japanese', '']","['39,', 'female', '']",0.0,naturalistic,"['canada,', 'usa,', 'uk,', 'cayman', 'islands']",36.0,39.0
543,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1970,english544,male,"['hampshire,', 'usa']",english,"['spanish', '']","['31,', 'male', '']",0.0,naturalistic,['usa'],31.0,31.0
544,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1995,english545,male,"['virginia,', 'usa']",english,['none'],"['56,', 'male', '']",0.0,naturalistic,['usa'],56.0,56.0
545,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1996,english546,female,"['virginia,', 'usa']",english,['none'],"['43,', 'female', '']",0.0,naturalistic,['usa'],43.0,43.0
546,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1997,english547,male,"['virginia,', 'usa']",english,['none'],"['63,', 'male', '']",0.0,naturalistic,['usa'],63.0,63.0
547,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2003,english548,male,"['dublin,', 'ireland']",english,"['irish', '']","['61,', 'male', '']",0.0,naturalistic,['ireland'],61.0,61.0
548,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2012,english549,female,"['exminister,', 'uk']",english,"['french', 'arabic', '']","['19,', 'female', '']",0.0,naturalistic,"['uk,', 'usa']",17.0,19.0
549,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2028,english550,male,"['virginia,', 'usa']",english,['none'],"['82,', 'male', '']",0.0,naturalistic,['usa'],82.0,82.0
550,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2029,english551,female,"['virginia,', 'usa']",english,['none'],"['81,', 'female', '']",0.0,naturalistic,['usa'],81.0,81.0
551,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2043,english552,female,"['maryland,', 'usa']",english,"['french', 'italian', '']","['23,', 'female', '']",0.0,naturalistic,['USA'],20.0,23.0
552,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2046,english553,male,"['tennessee,', 'usa']",english,"['spanish', '']","['21,', 'male', '']",0.0,naturalistic,['usa'],21.0,21.0
553,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2047,english554,female,"['illinois,', 'usa']",english,"['spanish', '']","['22,', 'female', '']",0.0,naturalistic,['usa'],22.0,22.0
554,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2049,english555,male,"['york,', 'usa']",english,"['yiddish', 'spanish', '']","['90,', 'male', '']",0.0,naturalistic,['usa'],90.0,90.0
555,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2050,english556,female,"['york,', 'usa']",english,"['yiddish', '']","['84,', 'female', '']",0.0,naturalistic,['usa'],84.0,84.0
556,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2053,english557,female,"['arab', 'emirates']",english,"['tamil', 'hindi', 'arabic', '']","['25,', 'female', '']",2.0,naturalistic,['usa'],6.0,25.0
557,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2055,english558,male,"['york,', 'usa']",english,['none'],"['23,', 'male', '']",0.0,naturalistic,['usa'],23.0,23.0
558,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2056,english559,female,"['virginia,', 'usa']",english,"['spanish', '']","['19,', 'female', '']",0.0,naturalistic,['usa'],19.0,19.0
559,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2059,english560,female,"['connecticut,', 'usa']",english,"['spanish', '']","['22,', 'female', '']",0.0,naturalistic,['usa'],22.0,22.0
560,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2060,english561,female,"['virginia,', 'usa']",english,"['spanish', '']","['20,', 'female', '']",0.0,naturalistic,['usa'],20.0,20.0
561,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2061,english562,female,"['carolina,', 'usa']",english,"['german', 'french', '']","['30,', 'female', '']",0.0,naturalistic,['usa'],30.0,30.0
562,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2074,english563,male,"['virginia,', 'usa']",english,['none'],"['32,', 'male', '']",0.0,naturalistic,['usa'],32.0,32.0
563,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2077,english564,male,"['wyoming,', 'usa']",english,['none'],"['52,', 'male', '']",0.0,naturalistic,['usa'],52.0,52.0
564,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2080,english565,female,"['oregon,', 'usa']",english,"['german', '']","['27,', 'female', '']",0.0,naturalistic,['usa'],27.0,27.0
565,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2081,english566,male,"['england,', 'uk']",english,['none'],"['22,', 'male', '']",0.0,naturalistic,['uk'],22.0,22.0
566,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2101,english567,male,"['york,', 'usa']",english,"['spanish', 'french', 'japanese', '']","['24,', 'male', '']",0.0,naturalistic,['usa'],24.0,24.0
567,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2103,english568,female,"['florida,', 'usa']",english,['none'],"['86,', 'female', '']",0.0,naturalistic,['usa'],86.0,86.0
568,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2104,english569,male,"['sydney,', 'australia']",english,"['russian', '']","['24,', 'male', '']",0.0,naturalistic,['australia'],24.0,24.0
569,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2106,english570,female,"['ohio,', 'usa']",english,"['spanish', 'russian', '']","['42,', 'female', '']",0.0,naturalistic,['usa'],42.0,42.0
570,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2113,english571,male,"['dc,', 'usa']",english,"['korean', '']","['39,', 'male', '']",0.0,naturalistic,['usa'],39.0,39.0
571,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2121,english572,male,"['texas,', 'usa']",english,"['german', 'azerbaijani', 'french', '']","['51,', 'male', '']",0.0,naturalistic,"['usa,', 'uk']",48.0,51.0
572,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2124,english573,male,"['ohio,', 'usa']",english,"['german', 'french', 'italian', 'spanish', 'mandarin', '']","['46,', 'male', '']",0.0,naturalistic,['usa'],46.0,46.0
573,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2162,english574,female,"['ontario,', 'canada']",english,"['cantonese', 'korean', '']","['26,', 'female', '']",0.0,naturalistic,['canada'],23.0,26.0
574,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2165,english575,male,"['virginia,', 'usa']",english,"['japanese', '']","['24,', 'male', '']",0.0,naturalistic,['usa'],24.0,24.0
575,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2167,english576,female,"['dc,', 'usa']",english,"['french', 'italian', '']","['63,', 'female', '']",0.0,naturalistic,['usa'],63.0,63.0
576,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2170,english577,female,"['california,', 'usa']",english,['none'],"['38,', 'female', '']",0.0,naturalistic,['usa'],38.0,38.0
577,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2171,english578,male,"['lancashire,', 'uk']",english,"['french', '']","['60,', 'male', '']",0.0,naturalistic,"['uk,', 'canada,', 'usa']",60.0,60.0
578,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2172,english579,male,"['adelaide,', 'australia']",english,['none'],"['22,', 'male', '']",0.0,naturalistic,['australia'],22.0,22.0
579,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2185,english580,male,"['york,', 'usa']",english,"['japanese', '']","['21,', 'male', '']",0.0,naturalistic,['usa'],21.0,21.0
580,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2186,english581,female,"['ontario,', 'canada']",english,['none'],"['62,', 'female', '']",0.0,naturalistic,"['canada,', 'uk']",62.0,62.0
581,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2187,english582,male,"['scotland,', 'uk']",english,['none'],"['60,', 'male', '']",0.0,naturalistic,['uk'],60.0,60.0
582,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2195,english583,male,"['england,', 'uk']",english,['none'],"['72,', 'male', '']",0.0,naturalistic,['uk'],72.0,72.0
583,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2197,english584,male,"['california,', 'usa']",english,['none'],"['27,', 'male', '']",0.0,naturalistic,['usa'],27.0,27.0
584,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2207,english585,female,"['virginia,', 'usa']",english,"['spanish', '']","['26,', 'female', '']",0.0,naturalistic,['usa'],26.0,26.0
585,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2221,english586,female,"['virginia,', 'usa']",english,"['spanish', '']","['21,', 'female', '']",0.0,naturalistic,['usa'],21.0,21.0
586,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2225,english587,female,"['pennsylvania,', 'usa']",english,"['spanish', '']","['27,', 'female', '']",0.0,naturalisstic,['usa'],27.0,27.0
587,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2361,english588,female,"['virginia,', 'usa']",english,"['urdu', 'french', '']","['21,', 'female', '']",0.0,naturalistic,['usa'],21.0,21.0
588,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2362,english589,male,"['gloucester,', 'uk']",english,"['french', 'spanish', 'italian', 'portuguese', '']","['48,', 'male', '']",0.0,naturalistic,['uk'],21.0,48.0
589,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2374,english590,female,"['florida,', 'usa']",english,['none'],"['19,', 'female', '']",0.0,naturalistic,['usa'],19.0,19.0
590,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2375,english591,female,"['colorado,', 'usa']",english,['none'],"['20,', 'female', '']",0.0,naturalistic,['usa'],20.0,20.0
591,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2376,english592,female,"['florida,', 'usa']",english,['none'],"['29,', 'female', '']",0.0,naturalistic,['usa'],29.0,29.0
592,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2377,english593,female,"['massachusetts,', 'usa']",english,"['spanish', 'french', '']","['24,', 'female', '']",0.0,naturalistic,['usa'],24.0,24.0
593,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2378,english594,female,"['virginia,', 'usa']",english,"['french', 'german', 'mandarin', '']","['20,', 'female', '']",0.0,naturalistic,['usa'],20.0,20.0
594,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2379,english595,female,"['virginia,', 'usa']",english,"['spanish', '']","['21,', 'female', '']",0.0,naturalistic,['usa'],21.0,21.0
595,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2380,english596,female,"['maryland,', 'usa']",english,"['spanish', 'french', '']","['22,', 'female', '']",0.0,naturalistic,['usa'],22.0,22.0
596,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2381,english597,male,"['virginia,', 'usa']",english,"['spanish', '']","['26,', 'male', '']",0.0,naturalistic,['usa'],26.0,26.0
597,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2382,english598,male,"['dakota,', 'usa']",english,"['spanish', 'french', '']","['29,', 'male', '']",0.0,naturalistic,['usa'],29.0,29.0
598,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2383,english599,female,"['virginia,', 'usa']",english,"['urdu', 'punjabi', '']","['20,', 'female', '']",1.0,naturalistic,['usa'],20.0,20.0
599,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2385,english600,female,"['oregon,', 'usa']",english,['none'],"['32,', 'female', '']",0.0,naturalistic,['usa'],28.0,32.0
600,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2404,english601,male,"['virginia,', 'usa']",english,['none'],"['49,', 'male', '']",0.0,naturalistic,['usa'],49.0,49.0
601,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2405,english602,female,"['york,', 'usa']",english,['none'],"['41,', 'female', '']",0.0,naturalistic,['usa'],41.0,41.0
602,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2428,english603,male,"['california,', 'usa']",english,"['mandarin', 'taiwanese', '']","['18,', 'male', '']",0.0,naturalistic,['usa'],18.0,18.0
603,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2438,english604,female,"['queensland,', 'australia']",english,"['japanese', '']","['21,', 'female', '']",0.0,naturalistic,['australia'],21.0,21.0
604,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2439,english605,male,"['queensland,', 'australia']",english,"['french', 'spanish', 'japanese', 'german', '']","['25,', 'male', '']",0.0,naturalistic,['australia'],21.0,25.0
605,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2440,english606,female,"['southport,', 'australia']",english,"['japanese', 'maori', '']","['19,', 'female', '']",0.0,naturalistic,['australia'],19.0,19.0
606,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2441,english607,female,"['wales,', 'australia']",english,"['spanish', '']","['25,', 'female', '']",0.0,naturalistic,['australia'],25.0,25.0
607,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2442,english608,male,"['queensland,', 'australia']",english,"['russian', 'japanese', '']","['18,', 'male', '']",0.0,naturalistic,['australia'],18.0,18.0
608,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2443,english609,female,"['wales,', 'australia']",english,"['korean', 'mandarin', 'russian', '']","['20,', 'female', '']",0.0,naturalistic,['australia'],20.0,20.0
609,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2444,english610,female,"['queensland,', 'australia']",english,"['japanese', '']","['20,', 'female', '']",0.0,naturalistic,['australia'],20.0,20.0
610,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2445,english611,male,"['queensland,', 'australia']",english,"['japanese', '']","['19,', 'male', '']",0.0,naturalistic,['ausstralia'],19.0,19.0
611,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2533,english612,male,"['england,', 'uk']",english,['none'],"['20,', 'male', '']",0.0,naturalistic,['uk'],20.0,20.0
612,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2570,english613,male,"['melbourne,', 'australia']",english,"['arabic', '']","['24,', 'male', '']",0.0,naturalistic,['australia'],24.0,24.0
613,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2606,english614,female,"['florida,', 'usa']",english,['none'],"['93,', 'female', '']",0.0,naturalistic,['usa'],93.0,93.0
614,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2613,english615,male,"['dublin,', 'ireland']",english,"['french', 'danish', '']","['20,', 'male', '']",0.0,naturalistic,['ireland'],20.0,20.0
615,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2619,english616,male,"['indiana,', 'usa']",english,"['german', '']","['23,', 'male', '']",0.0,naturalistic,['usa'],23.0,23.0
616,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2630,english617,female,"['kingston,', 'jamaica']",english,['none'],"['34,', 'female', '']",0.0,naturalistic,['jamaica'],34.0,34.0
617,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2674,english618,male,"['california,', 'usa']",english,"['swedish', 'spanish', 'french', 'hebrew', '']","['58,', 'male', '']",0.0,naturalistic,['usa'],36.0,58.0
618,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2724,english619,male,"['tennessee,', 'usa']",english,['none'],"['21,', 'male', '']",0.0,naturalistic,['usa'],21.0,21.0
619,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2735,english620,male,"['scotland,', 'uk']",english,['none'],"['55,', 'male', '']",0.0,naturalistic,"['uk,', 'usa']",55.0,55.0
620,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2793,english621,female,"['pennsylvania,', 'usa']",english,"['french', '']","['19,', 'female', '']",0.0,naturalistic,['usa'],19.0,19.0
621,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2799,english622,female,"['minnesota,', 'usa']",english,"['arabic', 'french', '']","['21,', 'female', '']",0.0,naturalistic,['usa'],21.0,21.0
622,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2803,english623,male,"['indiana,', 'usa']",english,"['german', '']","['19,', 'male', '']",0.0,naturalistic,['usa'],19.0,19.0
623,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2804,english624,male,"['columbia,', 'usa']",english,['none'],"['18,', 'male', '']",0.0,naturalistic,['usa'],18.0,18.0
624,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2805,english625,male,"['minnesota,', 'usa']",english,"['japanese', 'asl', 'japanese', 'sign', 'language', '']","['20,', 'male', '']",0.0,naturalistic,['usa'],20.0,20.0
625,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2806,english626,female,"['indiana,', 'usa']",english,"['german', 'arabic', '']","['21,', 'female', '']",0.0,naturalistic,['usa'],21.0,21.0
626,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2847,english627,female,"['sydney,', 'australia']",english,['none'],"['18,', 'female', '']",0.0,naturalistic,['australia'],18.0,18.0
627,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2855,english628,male,"['pennsylvania,', 'usa']",english,['none'],"['55,', 'male', '']",0.0,naturalistic,['usa'],55.0,55.0
628,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2894,english629,female,"['virginia,', 'usa']",english,['none'],"['20,', 'female', '']",0.0,naturalistic,['usa'],20.0,20.0
629,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2895,english630,female,"['virginia,', 'usa']",english,"['french', '']","['21,', 'female', '']",0.0,naturalistic,['usa'],21.0,21.0
630,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2896,english631,female,"['virginia,', 'usa']",english,['none'],"['18,', 'female', '']",0.0,naturalistic,['usa'],18.0,18.0
631,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2897,english632,female,"['virginia,', 'usa']",english,['none'],"['23,', 'female', '']",0.0,naturalistic,['usa'],23.0,23.0
632,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2898,english633,female,"['columbia,', 'usa']",english,['none'],"['20,', 'female', '']",0.0,naturalistic,['usa'],20.0,20.0
633,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2916,english634,male,"['virginia,', 'usa']",english,['none'],"['61,', 'male', '']",0.0,naturalistic,['usa'],61.0,61.0
634,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2917,english635,female,"['virginia,', 'usa']",english,['none'],"['19,', 'female', '']",0.0,naturalistic,['usa'],19.0,19.0
635,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2918,english636,female,"['dc,', 'usa']",english,['none'],"['20,', 'female', '']",0.0,naturalistic,['usa'],20.0,20.0
636,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2919,english637,female,"['tennessee,', 'usa']",english,['none'],"['18,', 'female', '']",0.0,naturalistic,['usa'],18.0,18.0
637,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2920,english638,male,"['york,', 'usa']",english,['none'],"['27,', 'male', '']",0.0,naturalistic,['usa'],27.0,27.0
638,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2921,english639,male,"['kentucky,', 'usa']",english,['none'],"['33,', 'male', '']",0.0,naturalistic,['usa'],33.0,33.0
639,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2922,english640,female,"['colorado,', 'usa']",english,['none'],"['25,', 'female', '']",0.0,naturalistic,['usa'],25.0,25.0
640,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2923,english641,female,"['virginia,', 'usa']",english,"['spanish', '']","['18,', 'female', '']",0.0,naturalistic,['usa'],18.0,18.0
641,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2924,english642,female,"['virginia,', 'usa']",english,"['spanish', '']","['22,', 'female', '']",0.0,naturalistic,['usa'],22.0,22.0
642,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2925,english643,female,"['virginia,', 'usa']",english,['none'],"['20,', 'female', '']",0.0,naturalistic,['usa'],20.0,20.0
643,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2926,english644,female,"['york,', 'usa']",english,['none'],"['20,', 'female', '']",0.0,naturalistic,['usa'],20.0,20.0
644,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2932,english645,male,"['california,', 'usa']",english,"['spanish', '']","['21,', 'male', '']",0.0,naturalistic,['usa'],21.0,21.0
645,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2939,english646,male,"['pennsylvania,', 'usa']",english,['none'],"['26,', 'male', '']",0.0,naturalistic,['usa'],26.0,26.0
646,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=323,spanish1,male,"['caracas,', 'venezuela']",spanish,['none'],"['24,', 'male', '']",17.0,academic,['usa'],0.3,24.0
647,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=334,spanish2,male,"['cruz,', 'venezuela']",spanish,"['german', '']","['20,', 'male', '']",12.0,academic,['usa'],0.5,20.0
648,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=344,spanish3,female,"['bogota,', 'colombia']",spanish,['none'],"['17,', 'female', '']",16.0,academic,['usa'],0.1,17.0
649,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=345,spanish4,female,"['el', 'salvador']",spanish,['none'],"['21,', 'female', '']",17.0,academic,['usa'],4.0,21.0
650,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=346,spanish5,female,"['bogota,', 'colombia']",spanish,"['french', 'german', '']","['52,', 'female', '']",13.0,naturalistic,['usa'],17.0,52.0
651,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=347,spanish6,male,"['lima,', 'peru']",spanish,['none'],"['20,', 'male', '']",19.0,academic,['usa'],1.0,20.0
652,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=348,spanish7,female,"['bogota,', 'colombia']",spanish,"['arabic', 'french', 'german', 'swedish', 'esperanto', '']","['21,', 'female', '']",20.0,academic,['usa'],0.4,21.0
653,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=349,spanish8,male,"['el', 'salvador']",spanish,['none'],"['21,', 'male', '']",12.0,academic,['usa'],0.5,21.0
654,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=350,spanish9,male,"['araure,', 'venezuela']",spanish,['none'],"['20,', 'male', '']",17.0,academic,"['usa,trinidad']",0.4,20.0
655,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=324,spanish10,male,"['el', 'salvador']",spanish,['none'],"['48,', 'male', '']",47.0,academic,['usa'],10.0,48.0
656,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=325,spanish11,female,"['lima,', 'peru']",spanish,['none'],"['49,', 'female', '']",28.0,academic,['usa'],9.0,49.0
657,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=326,spanish12,male,"['oviedo,', 'spain']",spanish,"['french', '']","['25,', 'male', '']",8.0,academic,['usa'],5.0,25.0
658,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=327,spanish13,female,"['duitama,', 'colombia']",spanish,['none'],"['29,', 'female', '']",11.0,academic,['usa'],1.2,29.0
659,http://accent.gmu.edu/browse_language.php?function=detail&speakerid=328,spanish14,female,"['pereira,', 'colombia']",spanish,['none'],"['34,', 'female', '']",15.0,academic,['usa'],1.0,34.0
